name,abbrv,formula,state,ref1,ref2,date,model,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T,azero,neutral_ion_type,dissrxn,tag,formula_ox,category_1,category_2
HCu(O)2-,HCu(O)2-,HCu(O)2-,aq,WORM Complicator,NA,20251219,HKF,cal,-60067.058,-91262.741,0.3,-24.684,-4.638,1.679,-3.681,7.197,-2.627,6.667,-8.063,1.625,-1,4,0,-1.0000 HCu(O)2- 2.0000 H2O -3.0000 H+ 1.0000 Cu+2,,Cu+2 H+ 2O-2,inorganic_aq,
Cu(O)2-2,Cu(O)2-2,Cu(O)2-2,aq,WORM Complicator,NA,20251219,HKF,cal,-41246.906,-84409.035,-23.1,-53.532,-17.274,0.605,-6.304,8.228,-2.518,7.614,-13.939,3.563,-2,4,0,-1.0000 Cu(O)2-2 2.0000 H2O -4.0000 H+ 1.0000 Cu+2,,Cu+2 2O-2,inorganic_aq,
Dy(OH)+2,Dy(OH)+2,Dy(OH)+2,aq,WORM Complicator,NA,20251219,HKF,cal,-204480.441,-215680.398,-10.864,-24.815,,,,,,2.885,-8.089,1.222,2,6,0,-1.0000 Dy(OH)+2 1.0000 OH- 1.0000 Dy+3,,H+ O-2 Dy+3,inorganic_aq,
Dy(O)+,Dy(O)+,Dy(O)+,aq,WORM Complicator,NA,20251219,HKF,cal,-193436.458,-200028.106,4.616,-66.062,5.639,2.699,-1.19,6.218,-2.73,-28.112,-16.491,0.482,1,4,0,-1.0000 Dy(O)+ 1.0000 H2O -2.0000 H+ 1.0000 Dy+3,,Dy+3 O-2,inorganic_aq,
HDy(O)2,HDy(O)2,HDy(O)2,aq,WORM Complicator,NA,20251219,HKF,cal,-238207.361,-251137.533,39.096,-113.139,21.474,4.691,3.672,4.307,-2.931,-60.49,-26.081,-0.038,0,4,0,-1.0000 HDy(O)2 2.0000 H2O -3.0000 H+ 1.0000 Dy+3,,Dy+3 H+ 2O-2,inorganic_aq,
Dy(O)2-,Dy(O)2-,Dy(O)2-,aq,WORM Complicator,NA,20251219,HKF,cal,-226399.403,-242473.167,28.576,-93.367,18.844,4.748,3.812,4.252,-2.937,-37.531,-22.053,1.196,-1,4,0,-1.0000 Dy(O)2- 2.0000 H2O -4.0000 H+ 1.0000 Dy+3,,Dy+3 2O-2,inorganic_aq,
Er(OH)+2,Er(OH)+2,Er(OH)+2,aq,WORM Complicator,NA,20251219,HKF,cal,-205816.865,-218112.587,-14.956,-20.15,,,,,,6.19,-7.139,1.284,2,6,0,-1.0000 Er(OH)+2 1.0000 Er+3 1.0000 OH-,,Er+3 H+ O-2,inorganic_aq,
Er(O)+,Er(O)+,Er(O)+,aq,WORM Complicator,NA,20251219,HKF,cal,-194827.451,-202607.291,0.214,-61.044,4.934,2.626,-1.371,6.289,-2.722,-24.556,-15.469,0.548,1,4,0,-1.0000 Er(O)+ 1.0000 H2O 1.0000 Er+3 -2.0000 H+,,Er+3 O-2,inorganic_aq,
HEr(O)2,HEr(O)2,HEr(O)2,aq,WORM Complicator,NA,20251219,HKF,cal,-240062.196,-254272.987,34.384,-102.396,20.296,4.529,3.278,4.462,-2.915,-54.194,-23.893,-0.038,0,4,0,-1.0000 HEr(O)2 2.0000 H2O 1.0000 Er+3 -3.0000 H+,,Er+3 H+ 2O-2,inorganic_aq,
Er(O)2-,Er(O)2-,Er(O)2-,aq,WORM Complicator,NA,20251219,HKF,cal,-228827.219,-246274.027,23.554,-83.021,17.588,4.602,3.455,4.392,-2.922,-30.767,-19.946,1.272,-1,4,0,-1.0000 Er(O)2- 2.0000 H2O 1.0000 Er+3 -4.0000 H+,,Er+3 2O-2,inorganic_aq,
Eu(OH)+2,Eu(OH)+2,Eu(OH)+2,aq,WORM Complicator,NA,20251219,HKF,cal,-183353.289,-193943.349,-7.96,-28.126,,,,,,0.54,-8.764,1.178,2,6,0,-1.0000 Eu(OH)+2 1.0000 Eu+3 1.0000 OH-,,Eu+3 H+ O-2,inorganic_aq,
Eu(O)+,Eu(O)+,Eu(O)+,aq,WORM Complicator,NA,20251219,HKF,cal,-164123.865,-170040.023,7.74,-69.624,6.138,2.752,-1.062,6.168,-2.735,-30.635,-17.217,0.434,1,4,0,-1.0000 Eu(O)+ 1.0000 H2O 1.0000 Eu+3 -2.0000 H+,,Eu+3 O-2,inorganic_aq,
HEu(O)2,HEu(O)2,HEu(O)2,aq,WORM Complicator,NA,20251219,HKF,cal,-209249.47,-221438.56,42.44,-120.763,22.31,4.805,3.951,4.197,-2.942,-64.958,-27.634,-0.038,0,4,0,-1.0000 HEu(O)2 2.0000 H2O 1.0000 Eu+3 -3.0000 H+,,Eu+3 H+ 2O-2,inorganic_aq,
Eu(O)2-,Eu(O)2-,Eu(O)2-,aq,WORM Complicator,NA,20251219,HKF,cal,-196923.101,-212190.189,32.14,-100.708,19.735,4.852,4.065,4.152,-2.947,-42.331,-23.549,1.142,-1,4,0,-1.0000 Eu(O)2- 2.0000 H2O 1.0000 Eu+3 -4.0000 H+,,Eu+3 2O-2,inorganic_aq,
Fe(OH)+,Fe(OH)+,Fe(OH)+,aq,WORM Complicator,NA,20251219,HKF,cal,-65599.988,-77837.029,-10.0,20.4,-16.5,-0.255,-8.405,9.053,-2.432,24.6,1.121,0.703,1,4,0,-1.0000 Fe(OH)+ 1.0000 OH- 1.0000 Fe+2,,H+ Fe+2 O-2,inorganic_aq,
Fe(OH)+2,Fe(OH)+2,Fe(OH)+2,aq,WORM Complicator,NA,20251219,HKF,cal,-57822.583,-69976.984,-25.4,-8.244,,,,,,14.625,-4.714,1.443,2,6,0,-1.0000 Fe(OH)+2 1.0000 OH- 1.0000 Fe+3,,H+ O-2 Fe+3,inorganic_aq,
Fe(O)+,Fe(O)+,Fe(O)+,aq,WORM Complicator,NA,20251219,HKF,cal,-53099.125,-61010.749,-11.146,-48.094,-17.016,-0.32,-8.563,9.116,-2.425,-15.382,-12.831,0.72,1,4,0,-1.0000 Fe(O)+ 1.0000 H2O -2.0000 H+ 1.0000 Fe+3,,Fe+3 O-2,inorganic_aq,
HFe(O)2,HFe(O)2,HFe(O)2,aq,WORM Complicator,NA,20251219,HKF,cal,-101103.277,-115684.371,22.224,-74.671,7.201,2.738,-1.097,6.181,-2.734,-37.945,-18.245,-0.038,0,4,0,-1.0000 HFe(O)2 2.0000 H2O -3.0000 H+ 1.0000 Fe+3,,Fe+3 H+ 2O-2,inorganic_aq,
Fe(O)2-,Fe(O)2-,Fe(O)2-,aq,WORM Complicator,NA,20251219,HKF,cal,-87999.291,-106054.923,10.594,-56.324,0.921,2.387,-1.952,6.517,-2.698,-13.312,-14.508,1.469,-1,4,0,-1.0000 Fe(O)2- 2.0000 H2O -4.0000 H+ 1.0000 Fe+3,,Fe+3 2O-2,inorganic_aq,
Ga(OH)+2,Ga(OH)+2,Ga(OH)+2,aq,WORM Complicator,NA,20251219,HKF,cal,-91143.245,-110093.695,-44.56,13.598,,,,,,30.099,-0.265,1.733,2,6,0,-1.0000 Ga(OH)+2 1.0000 Ga+3 1.0000 OH-,,Ga+3 H+ O-2,inorganic_aq,
Gd(OH)+2,Gd(OH)+2,Gd(OH)+2,aq,WORM Complicator,NA,20251219,HKF,cal,-204380.441,-212807.95,-2.944,-33.844,,,,,,-3.511,-9.929,1.102,2,6,0,-1.0000 Gd(OH)+2 1.0000 OH- 1.0000 Gd+3,,Gd+3 H+ O-2,inorganic_aq,
Gd(O)+,Gd(O)+,Gd(O)+,aq,WORM Complicator,NA,20251219,HKF,cal,-192954.47,-196594.781,13.136,-75.775,7.002,2.842,-0.841,6.081,-2.744,-34.993,-18.47,0.353,1,4,0,-1.0000 Gd(O)+ 1.0000 H2O 1.0000 Gd+3 -2.0000 H+,,Gd+3 O-2,inorganic_aq,
HGd(O)2,HGd(O)2,HGd(O)2,aq,WORM Complicator,NA,20251219,HKF,cal,-237493.453,-247293.397,48.216,-133.932,23.754,5.003,4.434,4.007,-2.962,-72.676,-30.317,-0.038,0,4,0,-1.0000 HGd(O)2 2.0000 H2O 1.0000 Gd+3 -3.0000 H+,,Gd+3 H+ 2O-2,inorganic_aq,
Gd(O)2-,Gd(O)2-,Gd(O)2-,aq,WORM Complicator,NA,20251219,HKF,cal,-225071.587,-237836.233,38.296,-113.39,21.274,5.031,4.502,3.98,-2.965,-50.622,-26.132,1.049,-1,4,0,-1.0000 Gd(O)2- 2.0000 H2O 1.0000 Gd+3 -4.0000 H+,,Gd+3 2O-2,inorganic_aq,
Hf(OH)+3,Hf(OH)+3,Hf(OH)+3,aq,WORM Complicator,NA,20251219,HKF,cal,-188953.302,-222799.857,-109.784,87.954,-12.665,1.127,-5.028,7.726,-2.571,87.579,14.882,3.242,3,9,0,-1.0000 Hf(OH)+3 1.0000 Hf+4 1.0000 OH-,,Hf+4 H+ O-2,inorganic_aq,
Hf(O)+2,Hf(O)+2,Hf(O)+2,aq,WORM Complicator,NA,20251219,HKF,cal,-186026.547,-205905.269,-46.2,-8.132,-2.492,2.018,-2.854,6.872,-2.661,17.593,-4.691,1.758,2,6,0,-1.0000 Hf(O)+2 1.0000 Hf+4 1.0000 H2O -2.0000 H+,,Hf+4 O-2,inorganic_aq,
HHf(O)2+,HHf(O)2+,HHf(O)2+,aq,WORM Complicator,NA,20251219,HKF,cal,-237809.645,-264203.396,-29.024,42.175,4.444,2.708,-1.169,6.209,-2.731,40.015,5.556,0.991,1,4,0,-1.0000 HHf(O)2+ 1.0000 Hf+4 2.0000 H2O -3.0000 H+,,Hf+4 H+ 2O-2,inorganic_aq,
Hf(O)2,Hf(O)2,Hf(O)2,aq,WORM Complicator,NA,20251219,HKF,cal,-231404.078,-262611.06,-45.144,58.497,0.414,1.809,-3.365,7.073,-2.64,40.099,8.881,-0.038,0,4,0,-1.0000 Hf(O)2 1.0000 Hf+4 2.0000 H2O -4.0000 H+,,Hf+4 2O-2,inorganic_aq,
Hg(OH)+,Hg(OH)+,Hg(OH)+,aq,WORM Complicator,NA,20251219,HKF,cal,-12695.945,-20437.634,16.7,-10.038,-4.485,1.252,-4.724,7.607,-2.584,3.036,-5.079,0.299,1,4,0,-1.0000 Hg(OH)+ 1.0000 Hg+2 1.0000 OH-,,Hg+2 H+ O-2,inorganic_aq,
Ho(OH)+2,Ho(OH)+2,Ho(OH)+2,aq,WORM Complicator,NA,20251219,HKF,cal,-207180.441,-218094.531,-9.676,-26.169,,,,,,1.926,-8.365,1.204,2,6,0,-1.0000 Ho(OH)+2 1.0000 OH- 1.0000 Ho+3,,H+ Ho+3 O-2,inorganic_aq,
Ho(O)+,Ho(O)+,Ho(O)+,aq,WORM Complicator,NA,20251219,HKF,cal,-196177.385,-202456.333,5.894,-67.519,5.843,2.721,-1.138,6.197,-2.732,-29.144,-16.788,0.462,1,4,0,-1.0000 Ho(O)+ 1.0000 H2O -2.0000 H+ 1.0000 Ho+3,,Ho+3 O-2,inorganic_aq,
HHo(O)2,HHo(O)2,HHo(O)2,aq,WORM Complicator,NA,20251219,HKF,cal,-241275.705,-253866.344,40.464,-116.258,21.816,4.737,3.786,4.262,-2.936,-62.318,-26.716,-0.038,0,4,0,-1.0000 HHo(O)2 2.0000 H2O -3.0000 H+ 1.0000 Ho+3,,Ho+3 H+ 2O-2,inorganic_aq,
In(OH)+2,In(OH)+2,In(OH)+2,aq,WORM Complicator,NA,20251219,HKF,cal,-74637.401,-87399.992,-44.7,13.758,,,,,,30.212,-0.232,1.735,2,6,0,-1.0000 In(OH)+2 1.0000 OH- 1.0000 In+3,,H+ In+3 O-2,inorganic_aq,
In(O)+,In(O)+,In(O)+,aq,WORM Complicator,NA,20251219,HKF,cal,-69405.081,-74605.293,-2.6,-57.836,4.484,2.578,-1.486,6.334,-2.718,-22.284,-14.816,0.591,1,4,0,-1.0000 In(O)+ 1.0000 H2O -2.0000 H+ 1.0000 In+3,,In+3 O-2,inorganic_aq,
HIn(O)2,HIn(O)2,HIn(O)2,aq,WORM Complicator,NA,20251219,HKF,cal,-119796.653,-127736.123,27.24,-86.107,18.51,4.285,2.682,4.696,-2.89,-44.648,-20.575,-0.038,0,4,0,-1.0000 HIn(O)2 2.0000 H2O -3.0000 H+ 1.0000 In+3,,In+3 H+ 2O-2,inorganic_aq,
In(O)2-,In(O)2-,In(O)2-,aq,WORM Complicator,NA,20251219,HKF,cal,-106706.31,-118021.927,15.94,-67.336,15.685,4.38,2.914,4.605,-2.899,-20.512,-16.751,1.388,-1,4,0,-1.0000 In(O)2- 2.0000 H2O -4.0000 H+ 1.0000 In+3,,In+3 2O-2,inorganic_aq,
K(OH),K(OH),K(OH),aq,WORM Complicator,NA,20251219,HKF,cal,-104477.45,-113340.982,25.878,-20.501,14.858,3.785,1.461,5.176,-2.839,-6.198,-7.211,-0.038,0,4,0,-1.0000 K(OH) 1.0000 OH- 1.0000 K+,,H+ O-2 K+,inorganic_aq,
La(OH)+2,La(OH)+2,La(OH)+2,aq,WORM Complicator,NA,20251219,HKF,cal,-209098.321,-217792.973,-6.64,-29.63,,,,,,-0.526,-9.07,1.158,2,6,0,-1.0000 La(OH)+2 1.0000 La+3 1.0000 OH-,,La+3 H+ O-2,inorganic_aq,
La(O)+,La(O)+,La(O)+,aq,WORM Complicator,NA,20251219,HKF,cal,-195953.408,-199944.343,9.16,-71.242,6.366,2.776,-1.004,6.145,-2.737,-31.781,-17.547,0.413,1,4,0,-1.0000 La(O)+ 1.0000 H2O 1.0000 La+3 -2.0000 H+,,La+3 O-2,inorganic_aq,
HLa(O)2,HLa(O)2,HLa(O)2,aq,WORM Complicator,NA,20251219,HKF,cal,-239319.143,-249553.195,43.96,-124.229,22.69,4.857,4.078,4.147,-2.948,-66.989,-28.34,-0.038,0,4,0,-1.0000 HLa(O)2 2.0000 H2O 1.0000 La+3 -3.0000 H+,,La+3 H+ 2O-2,inorganic_aq,
Li(OH),Li(OH),Li(OH),aq,WORM Complicator,NA,20251219,HKF,cal,-108019.126,-121495.382,1.9,6.834,3.794,2.271,-2.235,6.629,-2.687,9.822,-1.643,-0.038,0,4,0,-1.0000 Li(OH) 1.0000 Li+ 1.0000 OH-,,Li+ H+ O-2,inorganic_aq,
Lu(OH)+2,Lu(OH)+2,Lu(OH)+2,aq,WORM Complicator,NA,20251219,HKF,cal,-205726.137,-218379.818,-21.292,-12.927,,,,,,11.307,-5.668,1.38,2,6,0,-1.0000 Lu(OH)+2 1.0000 OH- 1.0000 Lu+3,,Lu+3 H+ O-2,inorganic_aq,
Lu(O)+,Lu(O)+,Lu(O)+,aq,WORM Complicator,NA,20251219,HKF,cal,-195159.638,-203440.548,-6.602,-53.274,3.844,2.511,-1.65,6.398,-2.711,-19.052,-13.886,0.652,1,4,0,-1.0000 Lu(O)+ 1.0000 H2O 1.0000 Lu+3 -2.0000 H+,,Lu+3 O-2,inorganic_aq,
HLu(O)2,HLu(O)2,HLu(O)2,aq,WORM Complicator,NA,20251219,HKF,cal,-240244.316,-255099.289,27.088,-85.761,18.472,4.28,2.669,4.701,-2.889,-44.445,-20.504,-0.038,0,4,0,-1.0000 HLu(O)2 2.0000 H2O 1.0000 Lu+3 -3.0000 H+,,Lu+3 H+ 2O-2,inorganic_aq,
Mg(OH)+,Mg(OH)+,Mg(OH)+,aq,WORM Complicator,NA,20251219,HKF,cal,-149592.455,-164916.98,-19.06,30.728,1.85,2.302,-2.16,6.599,-2.69,31.917,3.225,0.84,1,4,0,-1.0000 Mg(OH)+ 1.0000 Mg+2 1.0000 OH-,,Mg+2 H+ O-2,inorganic_aq,
Mn(OH)+,Mn(OH)+,Mn(OH)+,aq,WORM Complicator,NA,20251219,HKF,cal,-97342.966,-106842.227,0.3,8.658,-11.865,0.326,-6.985,8.495,-2.49,16.281,-1.271,0.547,1,4,0,-1.0000 Mn(OH)+ 1.0000 OH- 1.0000 Mn+2,,H+ Mn+2 O-2,inorganic_aq,
Mn(OH)+2,Mn(OH)+2,Mn(OH)+2,aq,WORM Complicator,NA,20251219,HKF,cal,-76039.394,-91633.022,-35.68,3.475,,,,,,22.927,-2.327,1.598,2,6,0,-1.0000 Mn(OH)+2 1.0000 Mn+3 1.0000 OH-,,Mn+3 H+ O-2,inorganic_aq,
Na(OH),Na(OH),Na(OH),aq,WORM Complicator,NA,20251219,HKF,cal,-99940.437,-112343.327,10.8,-3.312,3.526,2.235,-2.325,6.664,-2.683,3.875,-3.709,-0.038,0,4,0,-1.0000 Na(OH) 1.0000 Na+ 1.0000 OH-,,Na+ H+ O-2,inorganic_aq,
Nd(OH)+2,Nd(OH)+2,Nd(OH)+2,aq,WORM Complicator,NA,20251219,HKF,cal,-206380.441,-215136.573,-3.34,-33.392,,,,,,-3.191,-9.837,1.108,2,6,0,-1.0000 Nd(OH)+2 1.0000 Nd+3 1.0000 OH-,,Nd+3 H+ O-2,inorganic_aq,
Nd(O)+,Nd(O)+,Nd(O)+,aq,WORM Complicator,NA,20251219,HKF,cal,-194054.072,-198031.95,12.71,-75.289,6.934,2.835,-0.859,6.088,-2.744,-34.649,-18.371,0.359,1,4,0,-1.0000 Nd(O)+ 1.0000 H2O 1.0000 Nd+3 -2.0000 H+,,Nd+3 O-2,inorganic_aq,
HNd(O)2,HNd(O)2,HNd(O)2,aq,WORM Complicator,NA,20251219,HKF,cal,-237965.504,-248111.96,47.76,-132.893,23.64,4.987,4.396,4.022,-2.961,-72.067,-30.105,-0.038,0,4,0,-1.0000 HNd(O)2 2.0000 H2O 1.0000 Nd+3 -3.0000 H+,,Nd+3 H+ 2O-2,inorganic_aq,
Nd(O)2-,Nd(O)2-,Nd(O)2-,aq,WORM Complicator,NA,20251219,HKF,cal,-223388.138,-236508.24,37.81,-112.389,21.152,5.017,4.468,3.994,-2.964,-49.967,-25.928,1.056,-1,4,0,-1.0000 Nd(O)2- 2.0000 H2O 1.0000 Nd+3 -4.0000 H+,,Nd+3 2O-2,inorganic_aq,
Ni(OH)+,Ni(OH)+,Ni(OH)+,aq,WORM Complicator,NA,20251219,HKF,cal,-54138.861,-68941.277,-18.0,29.52,-20.1,-0.707,-9.508,9.487,-2.386,31.061,2.979,0.824,1,4,0,-1.0000 Ni(OH)+ 1.0000 OH- 1.0000 Ni+2,,H+ Ni+2 O-2,inorganic_aq,
Pb(OH)+,Pb(OH)+,Pb(OH)+,aq,WORM Complicator,NA,20251219,HKF,cal,-51881.978,-66804.444,-10.0,20.4,,,,,,24.6,1.121,0.703,1,4,0,-1.0000 Pb(OH)+ 1.0000 Pb+2 1.0000 OH-,,Pb+2 H+ O-2,inorganic_aq,
Pb(O),Pb(O),Pb(O),aq,WORM Complicator,NA,20251219,HKF,cal,-39355.065,-49726.467,22.0,-40.58,,,,,,-17.966,-11.301,-0.038,0,4,0,-1.0000 Pb(O) 1.0000 H2O 1.0000 Pb+2 -2.0000 H+,,Pb+2 O-2,inorganic_aq,
HPb(O)2-,HPb(O)2-,HPb(O)2-,aq,WORM Complicator,NA,20251219,HKF,cal,-81042.786,-109225.524,18.0,-65.04,,,,,,-19.454,-16.283,1.356,-1,4,0,-1.0000 HPb(O)2- 2.0000 H2O 1.0000 Pb+2 -3.0000 H+,,Pb+2 H+ 2O-2,inorganic_aq,
Pd(OH)+,Pd(OH)+,Pd(OH)+,aq,WORM Complicator,NA,20251219,HKF,cal,-11356.61,-22343.779,-3.352,12.821,-13.508,0.12,-7.488,8.693,-2.469,19.231,-0.423,0.602,1,4,0,-1.0000 Pd(OH)+ 1.0000 OH- 1.0000 Pd+2,,H+ O-2 Pd+2,inorganic_aq,
Pr(OH)+2,Pr(OH)+2,Pr(OH)+2,aq,WORM Complicator,NA,20251219,HKF,cal,-208244.017,-217347.853,-4.0,-32.64,,,,,,-2.658,-9.683,1.118,2,6,0,-1.0000 Pr(OH)+2 1.0000 OH- 1.0000 Pr+3,,H+ O-2 Pr+3,inorganic_aq,
Pr(O)+,Pr(O)+,Pr(O)+,aq,WORM Complicator,NA,20251219,HKF,cal,-195740.297,-200080.786,12.0,-74.48,6.82,2.823,-0.888,6.099,-2.742,-34.075,-18.206,0.37,1,4,0,-1.0000 Pr(O)+ 1.0000 H2O -2.0000 H+ 1.0000 Pr+3,,Pr+3 O-2,inorganic_aq,
