Sample,Pressure,Temperature,logfO2,H+,HCO3-,CH4
id,bar,degC,logfO2,pH,Molality,Molality
cold fluid,1000.0,2,-85.45264418294953,7.2138468756938074,2.594433617112512e-16,0.00999999999999974
hot fluid,1000.0,400,-26.867696414171764,5.405175869739251,0.00999859933367626,1.4006663237395994e-06
