Sample,Pressure,Temperature,logfO2,H+,HCO3-,CH4
id,bar,degC,logfO2,pH,Molality,Molality
cold fluid,1000.0,2,-85.45264418294951,7.213846875687128,2.5944336169231972e-17,0.000999999999999974
hot fluid,1000.0,500,-21.521703601214135,5.7313163913323635,0.009999983572388927,1.6427611073538406e-08
