Sample,Pressure,Temperature,logfO2,H+,HCO3-,CH4
id,bar,degC,logfO2,pH,Molality,Molality
cold fluid,1000.0,2,-85.45264418294953,7.2138468756938074,2.594433617112512e-16,0.00999999999999974
hot fluid,1000.0,500,-21.521703601214135,5.73131639133251,0.09999983572388926,1.6427611074232296e-07
