Sample,Pressure,Temperature,logfO2,H+,HCO3-,CH4
id,bar,degC,logfO2,pH,Molality,Molality
cold fluid,1000.0,10,-82.69585235481694,7.065428477394024,1.321987356599411e-15,0.009999999999998678
hot fluid,1000.0,500,-21.521703601214135,5.73131639133251,0.009999983572388927,1.6427611073538406e-08
