Sample,Pressure,Temperature,logfO2,H+,HCO3-,CH4
id,bar,degC,logfO2,pH,Molality,Molality
cold fluid,1000.0,2,-82.45264418294951,7.213846875687128,2.594433549612409e-10,0.009999999740556645
hot fluid,1000.0,500,-21.521703601214135,5.7313163913323635,0.009999983572388927,1.6427611073538406e-08
