Sample,Pressure,Temperature,logfO2,H+,HCO3-,CH4
id,bar,degC,logfO2,pH,Molality,Molality
cold fluid,1000.0,2,-85.45264418294953,7.2138468756938074,2.594433617112512e-16,0.00999999999999974
hot fluid,1000.0,350,-30.19445687694491,5.33197226771051,0.009977612253384904,2.2387746615096585e-05
