Sample,Pressure,Temperature,logfO2,H+,HCO3-,CH4
id,bar,degC,logfO2,pH,Molality,Molality
cold fluid,1000.0,2,-85.45264418294953,7.2138468756938074,2.594433617112512e-16,0.00999999999999974
hot fluid,1000.0,300,-34.09924816903291,5.311985563361491,0.009477203567452226,0.0005227964325477744
