Sample,Pressure,Temperature,logfO2,H+,HCO3-,CH4
id,bar,degC,logfO2,pH,Molality,Molality
cold fluid,1000.0,25,-77.92307478989368,6.81611107762721,2.2592242152296153e-14,0.009999999999977407
hot fluid,1000.0,500,-21.521703601214135,5.73131639133251,0.009999983572388927,1.6427611073538406e-08
