property,train avg,train stdev,test avg,test stdev
Gh,0.9937346889948364,0.039356500731189986,1.240329867202705,0.14661529748637117
Hh,2.0870154557883147,0.18662919799289385,2.68981001851491,0.6287418989992194
Cph,17.980777182581267,1.279101888230686,30.112729593698408,7.561346236234396
V,1.8037916300205488,0.13342833165074483,2.6606971407396305,0.8209738926921478
Hig,6.611473990705806,1.3027871746159905,10.084832492258448,4.348473939566416
Sig,9.631037375404953,1.0991342219395261,15.108327167093387,4.206554957690193
Cpig,2.277495206822629,0.15145350022987242,3.0529991273652057,0.7905127650807182
