Sample,Year,Area,pH,Temperature,logfO2,HCO3-_(input),SiO2_(input),F-_(input),Cl-_(input),Br-_(input),SO4-2_(input),NO2-_(input),NO3-_(input),Li+_(input),Na+_(input),NH4+_(input),K+_(input),Mg+2_(input),Ca+2_(input),Fe+2_(input),HS-_(input),rho_(input),redox_(input),redox_(input),redox_(input),Br-,Br3-,BrO-,BrO3-,BrO4-,CO,CO2,CO3-2,Ca(CO3),Ca(HCO3)+,Ca(HSiO3)+,Ca+2,CaCl+,CaCl2,CaF+,CaOH+,CaSO4,Cl-,ClO-,ClO2-,ClO3-,ClO4-,F-,Fe+2,Fe+3,FeCl+,FeCl2,FeF+,FeF+2,FeO,FeO+,FeO2-,FeOH+,FeOH+2,H+,H2,H2N2O2,H2O,H2O2,H2S,HBrO,HCO3-,HCl,HClO,HF,HF2-,HFeO2,HFeO2-,HN2O2-,HNO2,HNO3,HO2-,HS-,HSO3-,HSO4-,HSO5-,HSiO3-,K+,KBr,KCl,KHSO4,KOH,KSO4-,Li+,LiCl,LiOH,Mg(CO3),Mg(HCO3)+,Mg(HSiO3)+,Mg+2,MgCl+,MgF+,MgOH+,MgSO4,N2,N2O2-2,NH3,NH4+,NO2-,NO3-,Na+,NaBr,NaCl,NaF,NaHSiO3,NaOH,NaSO4-,O2,OCN-,OH-,S2O5-2,S2O6-2,S2O8-2,SO2,SO3-2,SO4-2,SiF6-2,SiO2,akermanite,andradite,anhydrite,anthophyllite,antigorite,aragonite,artinite,brucite,calcite,chalcedony,chrysotile,coesite,cristobalite,"cristobalite,alpha","cristobalite,beta",diopside,dolomite,enstatite,fluorite,forsterite,goethite,halite,hematite,huntite,hydromagnesite,magnesite,magnetite,merwinite,monticellite,nesquehonite,periclase,pyrite,quartz,sepiolite,sylvite,talc,tremolite,wollastonite,DEFAULT,HS-/SO4-2,NH4+/NO3-,NO2-/NO3-,%CI of mean,%CI of total,Charge imbalance,IS (molal),Mean charge,Sigma(mz) anions,Sigma(mz) cations,Total charge,stoichiometric IS (molal),Log(Br- x H+**1),Log(Br3- x H+**1),Log(BrO3- x H+**1),Log(BrO4- x H+**1),Log(CN- x H+**1),Log(Ca+2 / H+**2),Log(Cl- x H+**1),Log(ClO- x H+**1),Log(ClO2- x H+**1),Log(ClO3- x H+**1),Log(ClO4- x H+**1),Log(F- x H+**1),Log(Fe+2 / H+**2),Log(Fe+3 / H+**3),Log(HCO3- x H+**1),Log(HS- x H+**1),Log(HSO5- x H+**1),Log(K+ / H+**1),Log(Li+ / H+**1),Log(Mg+2 / H+**2),Log(N2H5+ / H+**1),Log(N2O2-2 x H+**2),Log(NH4+ / H+**1),Log(NO2- x H+**1),Log(NO3- x H+**1),Log(Na+ / H+**1),Log(OCN- x H+**1),Log(S2-2 x H+**2),Log(S2O3-2 x H+**2),Log(S2O4-2 x H+**2),Log(S2O5-2 x H+**2),Log(S2O6-2 x H+**2),Log(S2O8-2 x H+**2),Log(S3-2 x H+**2),Log(S3O6-2 x H+**2),Log(S4-2 x H+**2),Log(S4O6-2 x H+**2),Log(S5-2 x H+**2),Log(S5O6-2 x H+**2),Log(SCN- x H+**1),Log(SO3-2 x H+**2),Log(SO4-2 x H+**2),Log(SiF6-2 x H+**2)
120118Y,0.0,0.0,11.5,32.5,-6.0,0.000117316,2.36e-06,0.0,0.006796277,1.27e-06,2.18e-06,0.0,4.84e-05,5.6e-06,0.00924308,9.57e-05,0.000188388,1.02e-06,0.00188,0.0,5.44e-06,0.9948677381378631,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.9476,-38.4225,-21.1978,-36.2085,-56.2757,-53.3259,-10.974,-4.5663,-4.1425,-7.7025,-7.7796,-2.9798,-5.4542,-8.0747,,-3.985,-6.7587,-2.2217,-21.521,-33.8013,-32.5615,-35.5662,,,,,,,,,,,,,-11.5,-40.4572,-63.368,-0.000182223,-20.6745,-9.9155,-24.1951,-5.7889,-14.46,-25.5208,,,,,-58.8351,,-17.0929,-20.736,-5.3176,-51.1774,-15.3432,-38.5713,-5.8313,-3.7836,-11.4038,-8.4521,-22.5029,-6.4581,-8.8036,-5.3124,-9.019,-7.2271,-8.0068,-11.1976,-11.0348,-6.4684,-8.8081,,-6.3781,-10.1247,-16.7102,-58.2211,-4.0207,-6.4992,,-4.3683,-2.0918,-9.3554,-5.0634,,-6.1757,-4.5621,-7.2831,-8.9412,-71.3176,-2.2678,,-80.2561,-60.971,-60.735,-46.934,-5.9224,,-7.838,-4.4002,,-6.29378,,90.87116999999999,1.1940600000000001,-4.6499,0.98714,1.39541,-5.899369999999999,5.27214,-6.6363199999999996,-6.27672,-6.27672,-6.871289999999999,0.7419600000000001,-0.38086,-3.1552700000000002,,-2.4302200000000003,,-8.26361,,,,-3.9934,,-8.00047,-0.020069999999999998,-7.90982,-5.82599,,-5.52914,,-9.67666,-3.02251,0.9626100000000001,-1.71745,0.435,-0.542,0.022000000000000002,,-1.0652,-0.5326,-0.00013809877663,0.0146966,0.012964666046,-0.013033715434999999,0.012895616658,0.025929332093000003,0.0152471,-17.44756,-49.922509999999996,-47.70845,-67.77571,-125.8231,20.020220000000002,-13.721689999999999,-33.020990000000005,-45.30131,-44.06149,-47.06617,,,,-17.28894,-16.81756,-50.07127,7.71645,6.18764,16.53162,-102.64154,-81.22112,5.000780000000001,,-15.8683,9.40823,-82.81761999999999,-263.41418999999996,-169.82996,-159.62338,-130.1935,-103.2561,-83.97104,-239.71095,-210.84093,-473.86995,-302.7671,-450.59637999999995,-423.14428,-218.31037,-69.93401999999999,-28.92238,
090116H,0.0,0.0,11.5,24.5,-6.0,0.000570088,2.78e-05,0.0,0.010627754,4.44e-06,4.65e-05,0.0,4.19e-05,2.45e-06,0.012995259,0.0,0.000281184,8.68e-07,0.000301896,0.0,0.0,0.9971895085633965,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.4039,-36.5556,-20.7807,-35.9159,-56.3521,-53.5339,-9.8347,-3.5362,-4.0861,-7.5135,-7.7036,-3.8798,-6.1944,-8.5612,,-5.2426,-6.3271,-2.0274,-21.6012,-34.0711,-32.6584,-35.5467,,,,,,,,,,,,,-11.5,-41.7577,-65.1426,-0.000211425,-21.1107,,-23.6915,-4.692,-14.2262,-25.5403,,,,,-60.6909,,-17.2338,-21.3139,,-51.1286,-14.082,-37.8338,-4.8435,-3.6093,-10.7524,-8.1768,-21.1643,-6.5767,-7.2862,-5.6693,-9.2041,-7.8417,-7.0225,-10.115,-10.0423,-6.4722,-8.6245,,-6.6728,-8.7991,-17.3798,-60.2076,,,,-4.4308,-1.9438,-8.7016,-4.7445,,-4.94,-4.6718,-5.8,-8.8863,-72.4295,-2.5245,,-79.2176,-59.1288,-60.7655,-46.8413,-4.5657,,-6.7736,-5.6427,,-5.62488,-7.116410000000001,116.64773000000001,1.26837,-3.86047,0.25864000000000004,1.46494,-4.09317,6.663289999999999,-4.82833,-4.47454,-4.47454,-5.08175,1.5624,1.00892,-2.14164,,-2.21125,,-7.55767,,-8.72,,-2.6794700000000002,,,-1.0232700000000001,-6.24659,-6.6204,,-3.7229300000000003,-6.61485,-8.811810000000001,1.9295099999999998,7.552169999999999,-1.92412,0.462,,,,-9.9668,-4.9834,-0.0014327550733,0.0150971,0.014375220993,-0.015091598529000001,0.013658843455999999,0.028750441986,0.014950100000000001,-16.90391,-48.05565,-47.41592,-67.85207,-128.30321,19.12019,-13.52736,-33.101209999999995,-45.57111,-44.1584,-47.04668,,,,-16.19203,,-49.33385,7.8907,5.83066,16.52778,-105.95908999999999,-83.2076,,,-15.930829999999998,9.556189999999999,-83.92947,-267.91375,-171.18192,-160.50983,-130.07793999999998,-102.21761,-82.12879000000001,,-211.33641,-481.38064,-304.52475,,-426.63625,-221.9703,-69.84135,-27.565659999999998,
090118O,0.0,0.0,11.5,30.3,-6.0,0.000125686,1.13e-05,0.0,0.007563084,6.12e-06,6.83e-06,0.0,0.0,9.51e-07,0.008093687,0.0,0.000220966,1.82e-06,0.001067864,0.0,0.0,0.9955620332580383,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.2613,-36.3014,-20.5456,-35.5899,-55.7569,-53.4873,-10.7714,-4.3914,-4.2233,-7.7486,-7.3273,-3.215,-5.6493,-8.2041,,-4.3166,-6.4755,-2.1715,-21.5449,-33.8765,-32.59,-35.5633,,,,,,,,,,,,,-11.5,-40.8086,,-0.000166627,-20.7921,,-23.5201,-5.5968,-14.3999,-25.5288,,,,,,,,-20.8912,,-51.0055,-14.8441,-38.2139,-5.1398,-3.71,-10.6622,-8.3538,-21.957,-6.463,-8.2085,-6.0778,-9.7408,-8.0617,-7.5512,-10.7166,-10.0492,-6.1758,-8.4679,,-6.1642,-9.3142,,,,,,,-2.1455,-8.7335,-5.0736,,-5.5115,-4.685,-6.8175,-8.927,,-2.3364,,-79.658,-60.1561,-60.5854,-46.7495,-5.3966,,-7.1256,-3.1348700000000003,,-5.87915,-6.06885,137.57519,1.08026,-3.7612099999999997,1.19476,1.2802799999999999,-4.8134,8.05702,-5.54986,-5.19186,-5.19186,-5.78984,2.56434,0.13022,-1.87949,,-0.9652299999999999,,-8.2032,,,,-3.36895,,-7.28021,0.71145,-7.188689999999999,-5.63675,,-4.44316,-7.328530000000001,-9.40574,1.91992,9.54888,-1.17464,0.442,,,,-22.7504,-11.3752,-0.0026297256174999998,0.012580200000000001,0.011559049294,-0.012873912102000002,0.010244186485,0.023118098587,0.0128463,-16.76126,-47.80141,-47.089940000000006,-67.25693000000001,,19.784979999999997,-13.671489999999999,-33.0449,-45.376459999999994,-44.09001,-47.063320000000004,,,,-17.09679,,-49.71389,7.79,5.4221699999999995,16.82425,,,,,,9.354460000000001,,-264.31122,-169.8772,-159.545,-129.84458,-102.65801,-83.15613,,-210.49866,-475.26342,-302.60747000000003,,-423.29437,,-69.74945,-28.39658,
140113P,0.0,0.0,11.5,25.9,-6.0,4.63e-05,1.94e-06,0.0,0.0079,5.68e-06,7.82e-06,7.74e-07,3.47e-06,1.79e-06,0.00953,2.92e-05,0.00025,1.28e-06,0.00203,1.56e-05,1.97e-06,0.9968247550051078,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.2964,-36.2763,-20.6506,-35.7635,-56.1339,-54.7478,-11.2892,-4.9698,-4.5465,-7.9984,-7.8443,-2.9194,-5.3567,-7.8628,,-4.2181,-6.1656,-2.1557,-21.6805,-34.1165,-32.7348,-35.6439,,-24.0327,-29.3142,-26.3385,-36.4561,,,-21.3856,-11.9331,-4.8621,-21.8219,-19.9991,-11.5,-41.5255,-67.0113,-0.00017555400000000002,-21.0326,-10.2715,-23.5772,-6.1382,-14.3621,-25.6308,,,-6.7807,-18.675,-62.5448,-14.4385,-18.3015,-21.21,-5.758,-51.6985,-14.8686,-38.5271,-5.9462,-3.6597,-10.6836,-8.339,-21.9844,-6.5743,-8.1376,-5.8053,-9.4647,-7.9313,-8.2462,-11.3571,-10.9443,-6.2694,-8.5493,,-6.4181,-9.3948,-19.4464,-62.0375,-4.5372,-6.8194,-6.1618,-5.5122,-2.0774,-8.7212,-5.0025,,-6.1945,-4.759,-6.7332,-8.8965,-74.5739,-2.4781,,-80.5253,-60.5802,-61.3219,-47.4184,-5.3686,,-7.8898,-5.49641,18.93335,-5.41592,,82.31531,0.63845,-5.15569,0.66288,0.83585,-5.67703,4.7144699999999995,-6.41251,-6.0577,-6.0577,-6.66265,0.25385,-1.28546,-3.3102,,-2.96417,6.70569,-7.95626,14.13269,,,-4.3436699999999995,-1.40515,-9.669,-0.74497,-7.9714100000000006,-6.20483,26.13158,-5.30679,,-9.11796,-3.1782,-0.17205,-2.06181,0.45799999999999996,-0.516,0.038,0.158,15.4986,7.7493,0.001968249227,0.014651499999999998,0.012699493391,-0.011715368778,0.013683618004999999,0.025398986782999997,0.014975299999999999,-16.79639,-47.77635,-47.263529999999996,-67.63387,-130.20315,20.08063,-13.65569,-33.180479999999996,-45.61654,-44.23475,-47.14387,,-1.0326899999999999,5.1858,-17.63815,-17.25804,-50.02707,7.840339999999999,5.6947,16.7306,-107.55181,-85.03754,4.680630000000001,-17.66185,-17.01216,9.42259,-86.07387,-268.23188999999996,-172.06245,-161.47356000000002,-131.2207,-103.52526999999999,-83.58019,-243.93292999999997,-212.93145,-482.28380999999996,-306.45588,-458.42354000000006,-428.81883,-224.22096000000002,-70.41845,-28.36863,
100108P,0.0,0.0,11.5,23.3,-6.0,6.42e-05,7.48e-06,0.0,0.007915344,0.0,3.42e-05,0.0,0.0,1.54e-05,0.009605941,0.0,0.000212955,1.53e-05,0.000557747,0.0,0.0,0.9974872450890542,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-54.745,-10.838,-4.5578,-4.7064,-8.1124,-7.8184,-3.4677,-5.9091,-8.3883,,-4.8857,-6.0331,-2.1495,-21.7657,-34.2648,-32.8254,-35.6957,,,,,,,,,,,,,-11.5,-41.9582,,-0.000161501,-21.1781,,,-5.7027,-14.3415,-25.6951,,,,,,,,-21.4038,,-51.4445,-14.2107,-38.0431,-5.3693,-3.7233,,-8.4271,-21.4213,-6.7363,-7.5164,-4.8645,-8.5244,-7.0769,-6.7293,-9.8057,-9.2453,-5.1514,-7.4262,,-5.3967,-7.5967,,,,,,,-2.0683,,-4.9944,,-5.5746,-4.8364,-6.0421,-8.8772,,-2.5647,,-79.7046,-59.4915,-61.0929,-47.1513,-4.6804,,-7.2878,-4.3800300000000005,,-5.215409999999999,-0.57821,175.27888000000002,0.42694,-1.7577599999999998,1.9418799999999998,0.6228,-4.74211,10.40973,-5.477,-5.12407,-5.12407,-5.73324,2.38632,0.55674,-1.1168799999999999,,0.48691999999999996,,-7.85765,,-8.39789,,-2.2904400000000003,,-9.554789999999999,0.44705,-5.80541,-4.94693,,-4.37186,-3.7474,-9.07906,4.37045,11.64044,-2.1269099999999996,0.467,,,,-1.9016,-0.9508,-0.00020906717795000001,0.011600200000000001,0.010994106917,-0.011098640505999999,0.010889573328,0.021988213833,0.011692200000000002,,,,,,19.532320000000002,-13.649479999999999,-33.26573,-45.76485,-44.3254,-47.19566,,,,-17.20265,,-49.54309,7.776730000000001,6.6355,17.84856,,,,,,9.43168,,-269.25584,-172.038,-161.29398,-130.70739,-102.70455,-82.49146999999999,,-212.38341,-483.83396,-306.08967,,-428.79234,,-70.15125,-27.68037,
090115A,0.0,0.0,11.5,29.1,-6.0,0.000102028,2.19e-05,0.0,0.008261563,4.42e-06,1.19e-05,0.0,7.85e-05,4.61e-06,0.009655686,2.57e-05,0.000252134,3.47e-05,0.002070858,0.0,0.0,0.9959234033658463,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.4068,-36.7031,-20.71,-35.7728,-55.9948,-53.9219,-11.0055,-4.6413,-4.199,-7.7048,-6.7866,-2.9297,-5.3356,-7.8481,,-4.0845,-5.99,-2.1378,-21.5521,-33.9119,-32.5997,-35.5557,,,,,,,,,,,,,-11.5,-41.0023,-63.6419,-0.000187984,-20.857,,-23.6717,-5.8369,-14.3605,-25.5271,,,,,-59.1426,,-16.9172,-20.9771,,-50.9964,-14.6545,-38.1024,-4.8825,-3.6579,-10.7656,-8.282,-21.7299,-6.4544,-7.9546,-5.3969,-9.0296,-7.4191,-6.5172,-9.6683,-8.5006,-4.8855,-7.1452,,-4.9173,-7.8242,-16.522,-58.5822,-4.5921,-6.9705,,-4.1592,-2.0739,-8.813,-4.9719,,-5.1678,-4.6516,-6.5452,-8.919,-72.056,-2.3745,,-79.4996,-59.8781,-60.5883,-46.7336,-5.1926,,-6.8568,-0.07805,,-5.19736,8.96622,232.1573,1.11374,-0.633,2.8690599999999997,1.31305,-4.39236,13.91666,-5.12855,-4.77142,-4.77142,-5.3712800000000005,5.35091,1.58721,0.20623000000000002,,2.78485,,-8.02173,,-6.65959,,-1.9456799999999999,,-3.94664,3.07435,-5.712969999999999,-3.9723599999999997,,-4.02212,1.92344,-9.23354,8.61388,21.8155,-0.47581999999999997,0.447,,0.039,,4.5784,2.2892,0.00061950484834,0.015506200000000001,0.013531054864,-0.013221302439999999,0.013840807287999999,0.027062109728,0.015957,-16.90677,-48.203140000000005,-47.27282,-67.49476,-127.13458,20.0703,-13.63783,-33.05211,-45.4119,-44.09972,-47.05571,,,,-17.33693,,-49.60236,7.84209,6.10312,18.11446,-103.5612,-81.58224,4.52951,,-15.65918,9.42609,-83.55603,-264.97716,-170.07461999999998,-159.67313000000001,-129.82357,-102.49962,-82.87814,,-210.56681,-476.37402000000003,-302.86175,,-423.80497,-219.95598999999999,-69.7336,-28.19258,
140117F,0.0,0.0,11.5,26.2,-6.0,2.89e-05,2.65e-06,0.0,0.00535,3.12e-06,3.64e-06,5.8e-08,4.36e-07,2.7e-06,0.00641,1.83e-05,0.000153,1.94e-06,0.00185,1.2e-05,4.72e-06,0.9967442050449952,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.5517,-37.0514,-20.901,-36.0092,-56.3656,-54.8883,-11.481,-5.1572,-4.7503,-8.2074,-7.6747,-2.9385,-5.5384,-8.2107,,-4.2236,-6.4919,-2.3195,-21.8339,-34.2627,-32.8875,-35.8011,,-24.1554,-29.4546,-26.6246,-36.8894,,,-21.4882,-12.0593,-4.9712,-21.9356,-20.132,-11.5,-41.476,-68.7398,-0.000131683,-21.0159,-9.8908,-23.831,-6.3282,-14.5276,-25.7865,,,-6.8969,-18.7735,-64.2702,-15.5616,-19.1942,-21.1879,-5.3733,-51.9569,-15.1731,-38.8117,-5.7578,-3.8668,-11.1435,-8.7065,-22.4924,-6.7702,-8.6523,-5.6211,-9.4436,-7.7372,-8.2407,-11.3555,-10.565,-6.0781,-8.5216,,-6.2157,-9.5105,-21.2171,-63.7578,-4.74,-7.0313,-7.2823,-6.4078,-2.2438,-9.1414,-5.3319,,-6.1764,-4.9155,-7.2069,-8.8987,-75.5779,-2.4682,,-81.0778,-61.1634,-61.5774,-47.6784,-5.6767,,-7.7044,-4.71544,19.322789999999998,-5.86521,,104.41395,0.35877,-4.8653900000000005,0.95252,0.55635,-5.43668,6.06537,-6.172219999999999,-5.8172,-5.8172,-6.42166,1.02949,-1.55711,-2.77788,,-2.1398099999999998,6.5348,-8.417580000000001,13.79359,,,-4.33558,-1.90695,-8.884319999999999,-0.20904,-7.97618,-5.9128099999999995,26.963359999999998,-5.06643,,-9.63958,-1.34473,3.2128400000000004,-1.8179900000000002,0.457,-0.522,0.032,0.16399999999999998,9.9228,4.9614,0.0009590653785800001,0.011442,0.009665273823799999,-0.009185741134499999,0.010144806513000001,0.019330547648,0.0116999,-17.05167,-48.551390000000005,-47.50925,-67.86556,-131.15505,20.06152,-13.81954,-33.33388,-45.76273,-44.38753,-47.30108,,-1.15543,5.0454300000000005,-17.82818,-16.87332,-50.3117,7.633189999999999,5.87887,16.92195,-109.22148,-86.75784,4.4686900000000005,-18.7823,-17.907770000000003,9.25619,-87.07788000000001,-268.57356,-172.52398,-161.95283,-131.73812,-104.07784000000001,-84.16338,-243.93806,-213.68219,-483.02401,-307.41517999999996,-458.82679,-429.96865,-225.38454,-70.67838,-28.676709999999996,
140117H,0.0,0.0,11.5,29.6,-6.0,2.88e-05,1.66e-06,0.0,0.00577,3.7e-06,1.58e-06,0.0,1.1e-07,2.59e-06,0.00714,2.35e-05,0.000155,1.04e-06,0.00208,1.31e-05,5.47e-06,0.9957743455564743,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.4803,-36.9385,-20.7757,-35.8308,-56.0298,-54.4066,-11.574,-5.2031,-4.731,-8.245,-7.8414,-2.9045,-5.4601,-8.1281,,-4.0371,-6.8251,-2.2897,-21.6869,-34.0349,-32.7335,-35.6967,,-24.2707,-29.7671,-26.7039,-36.7518,,,-21.378,-12.2144,-4.935,-21.95,-20.3607,-11.5,-40.9214,-69.2385,-0.000150088,-20.8298,-9.8742,-23.7427,-6.4028,-14.5148,-25.6656,,,-6.9402,-18.618,-64.7341,,-19.7618,-20.9412,-5.3122,-51.777,-15.5104,-38.9257,-5.9633,-3.8646,-11.0417,-8.6347,-22.7865,-6.6429,-9.0224,-5.6431,-9.4263,-7.6493,-8.5944,-11.7514,-11.0998,-6.4035,-8.8146,,-6.4171,-10.2023,-22.1872,-64.1657,-4.6309,-7.0241,,-7.0088,-2.2003,-9.0107,-5.2487,,-6.3812,-4.762,-7.5322,-8.9224,-75.3381,-2.3585,,-81.1193,-61.5477,-61.3639,-47.5169,-6.0545,,-7.9425,-5.004980000000001,18.64001,-6.3575,,81.79576999999999,0.37685,-5.57196,0.8151,0.5764600000000001,-5.91625,4.70918,-6.65255,-6.295059999999999,-6.295059999999999,-6.894139999999999,0.33657,-2.0221400000000003,-3.36765,,-2.8389,6.34059,-8.42196,13.4364,,,-4.81804,-2.36489,-8.788860000000001,-0.41501000000000005,-8.60705,-6.02223,26.372329999999998,-5.54601,,-9.75249,-3.6381900000000003,-0.46505,-1.91543,0.445,-0.535,0.016,,5.1601,2.58,0.00056795355607,0.0129721,0.011006670955,-0.010722694177000001,0.011290647733,0.022013341909,0.0133211,-16.980339999999998,-48.43847,-47.33079,-67.52978,-130.33161,20.0955,-13.7897,-33.18691,-45.534909999999996,-44.23348,-47.1967,,-1.27067,4.732880000000001,-17.902829999999998,-16.812179999999998,-50.42569,7.63535,5.85685,16.5965,-109.06183999999999,-87.16571,4.47588,,-18.508760000000002,9.299669999999999,-86.83811,-266.25256,-171.54568,-161.17311999999998,-131.38584,-104.11926,-84.54773,-242.0945,-212.86862999999997,-479.0173,-305.86262,-455.29282,-427.47558,-223.8572,-70.51694,-29.054479999999998,
140117K,0.0,0.0,11.5,27.4,-6.0,3.2e-05,2.26e-06,0.0,0.00576,3.77e-06,1.58e-06,0.0,9.27e-08,2.58e-06,0.00716,2.13e-05,0.000156,1.48e-06,0.00208,1.09e-05,3.16e-06,0.9964137385464344,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.4715,-36.8471,-20.8017,-35.891,-56.1914,-54.6921,-11.4889,-5.148,-4.6894,-8.167,-7.7112,-2.8977,-5.4628,-8.1144,,-4.1286,-6.8226,-2.2897,-21.7624,-34.1625,-32.8136,-35.7448,,-24.2529,-29.6222,-26.6902,-36.8588,,,-21.5055,-12.1708,-5.0146,-21.9972,-20.2697,-11.5,-41.279,-69.8392,-0.000144601,-20.9498,-10.0832,-23.7449,-6.3294,-14.504,-25.7244,,,-6.9685,-18.7747,-65.3571,,-19.857,-21.1001,-5.5497,-52.1339,-15.534,-39.0933,-5.8366,-3.8609,-11.0475,-8.6567,-22.8329,-6.7197,-9.0197,-5.6435,-9.4328,-7.7204,-8.3644,-11.4945,-10.7843,-6.2171,-8.63,,-6.3107,-10.0207,-22.4841,-64.8247,-4.6739,-7.0014,,-7.0823,-2.1982,-9.01,-5.253,,-6.2248,-4.8307,-7.5333,-8.9072,-75.9284,-2.4291,,-81.5745,-61.7819,-61.7427,-47.8618,-6.0518,,-7.7947,-4.78691,19.02065,-6.331,,94.62062,0.43925,-5.14414,0.8719600000000001,0.63754,-5.61393,5.474559999999999,-6.34974,-5.99385,-5.99385,-6.5964,0.77628,-1.64452,-3.0261099999999996,,-2.4587,6.38857,-8.351289999999999,13.512120000000001,,,-4.50325,-2.30172,-8.78052,-0.28241,-8.19615,-5.9835199999999995,26.13186,-5.24369,,-9.64606,-2.2823700000000002,1.76928,-1.82097,0.452,-0.526,0.023,,12.8113,6.4056,0.0013642530630999998,0.0126339,0.010648854376999998,-0.0099667278451,0.011330980907999999,0.021297708753,0.0129365,-16.9715,-48.34711,-47.391,-67.69143000000001,-131.29818,20.10228,-13.7897,-33.2624,-45.66254,-44.313559999999995,-47.24478,,-1.2529,4.87784,-17.829420000000002,-17.04973,-50.59329,7.6390899999999995,5.85652,16.78293,-110.08681999999999,-87.82469,4.4985800000000005,,-18.58233,9.30182,-87.42844000000001,-268.23058,-172.65819,-162.15762,-132.09482,-104.57446,-84.78191,-243.96301,-214.11601000000002,-482.56407,-307.82746000000003,-458.73310999999995,-430.28769000000005,-225.51858,-70.86182,-29.051790000000004,
100112AJ,0.0,0.0,11.5,33.4,-6.0,4.65e-05,5.87e-07,5.75e-07,0.005579673,1.46e-06,1.3e-06,0.0,0.0,1.51e-05,0.007128234,0.0,0.000120294,1.33e-06,0.001903016,0.0,3.05e-06,0.9945721465858466,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.8849,-38.2594,-21.1212,-36.1183,-56.1451,-53.6064,-11.402,-4.9835,-4.5302,-8.104,-8.3286,-2.9587,-5.5122,-8.2221,-8.5301,-3.9249,-6.9502,-2.305,-21.5743,-33.8338,-32.6129,-35.6303,-6.2923,,,,,,,,,,,,-11.5,-40.3147,,-0.000158591,-20.6269,-10.1754,-24.1277,-6.213,-14.5471,-25.5804,-14.5507,-21.4303,,,,,,-20.6733,-5.5666,-51.2496,-15.548,-38.7186,-6.4032,-3.9758,-11.5259,-8.7172,-22.8889,-6.6186,-9.2097,-4.8794,-8.6666,-6.7662,-8.3113,-11.5122,-11.4994,-6.3606,-8.7824,-11.2746,-6.2384,-10.2295,,,,,,,-2.2021,-9.3988,-5.2542,-9.4512,-6.8686,-4.6445,-7.6065,-8.9468,,-2.2401,,-80.5037,-61.3064,-60.798,-47.0116,-6.1382,-66.1791,-8.4184,-5.62681,,-6.57102,,73.08462,0.65112,-4.86421,1.21961,0.85301,-6.75289,4.26651,-7.49005,-7.12979,-7.12979,-7.722989999999999,-0.60864,-1.34762,-3.7690599999999996,-7.78285,-2.80401,,-8.56185,,,,-4.4170300000000005,,-9.10802,-0.51513,-8.37299,-5.586,,-6.38267,,,-5.7293,-4.445,-2.4527,0.43200000000000005,-0.544,,,-10.7708,-5.3854,-0.0012346519738,0.0132166,0.011463001052,-0.012080327039000001,0.010845675066,0.022926002105,0.013595300000000001,-17.38489,-49.75939,-47.618320000000004,-67.64514,,20.041339999999998,-13.804979999999999,-33.074259999999995,-45.33382,-44.11288,-47.13026,-17.79225,,,-17.712979999999998,-17.0666,-50.21856,7.52423,6.620589999999999,16.63936,,,,,,9.297880000000001,,-263.05613,-169.81614,-159.66045,-130.34015,-103.50369,-84.30643,-239.73962000000003,-210.98744,-473.31586,-302.84214,-450.42780999999997,-423.09646,,-70.01158000000001,-29.13816,-89.17905999999999
