"Sample","H+","Temperature","O2","Li+","Na+","K+","Rb+","Cs+","Mg+2","Ca+2","Sr+2","Ba+2","HCO3-","Pb+2","NO3-","HPO4-2","SO4-2","F-","Cl-","Br-","I-","Ni+2","Cd+2","La+3","Nd+3","Sm+3","Gd+3","Dy+3","Ho+3","Er+3","Tm+3","Yb+3","Lu+3","Hg+2","Cu+2","He","B(OH)3","SiO2","Ne","Kr","Rn","CrO4-2","MoO4-2","WO4-2","Ga+3","Pr+3","Tb+3","Mn+2","Co+2","Be+2","In+3","Tl+","Sn+2","SbO2-","Bi+3","SeO3-2","Sc+3","VO+2","Fe+2","Y+3","Zr+4","NbO3-","Ce+3","Pm+3","Hf+4","U+4","Eu+2","Ru+3","Rh+2","Al+3","H2AsO4-","Au+","Ag+","Zn+2","Pd+2","Pt+2","Ar","Xe","Am+3","H2O","O2(g)"
"id","pH","degC","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality","Molality"
