Sample,Year,Area,pH_(input),Temperature,logfO2,HCO3-_(input),SiO2_(input),F-_(input),Cl-_(input),Br-_(input),SO4-2_(input),NO2-_(input),NO3-_(input),Li+_(input),Na+_(input),NH4+_(input),K+_(input),Mg+2_(input),Ca+2_(input),Fe+2_(input),HS-_(input),Pressure,Br-,Br3-,BrO-,BrO3-,BrO4-,Ca+2,CaCl+,CaCl2,CaCO3,CaF+,CaHCO3+,CaHSiO3+,CaOH+,CaSO4,Cl-,ClO-,ClO2-,ClO3-,ClO4-,CO,CO2,CO3-2,F-,Fe+2,Fe+3,FeCl+,FeCl+2,FeCl2,FeF+,FeF+2,FeO,FeO+,FeO2-,FeOH+,FeOH+2,H+,H2,H2N2O2,H2O,H2O2,H2S,HBrO,HCl,HClO,HClO2,HCO3-,HF,HF2-,HFeO2,HFeO2-,HN2O2-,HNO2,HNO3,HO2-,HS-,HSiO3-,HSO3-,HSO4-,HSO5-,K+,KBr,KCl,KHSO4,KOH,KSO4-,Li+,LiCl,LiOH,Mg+2,MgCl+,MgCO3,MgF+,MgHCO3+,MgHSiO3+,MgOH+,MgSO4,N2,N2O2-2,Na+,NaBr,NaCl,NaF,NaHSiO3,NaOH,NaSO4-,NH3,NH4+,NO2-,NO3-,O2,OCN-,OH-,S2O5-2,S2O6-2,S2O8-2,SiF6-2,SiO2,SO2,SO3-2,SO4-2,pH,akermanite,amorphous-silica,andradite,anhydrite,anthophyllite,antigorite,aragonite,artinite,brucite,calcite,chalcedony,chrysotile,coesite,cristobalite,"cristobalite,alpha","cristobalite,beta",diopside,dolomite,enstatite,fluorite,forsterite,goethite,gypsum,halite,hematite,hisingerite,huntite,hydromagnesite,larnite,magnesite,magnetite,merwinite,Mg-cronstedtite,monticellite,nesquehonite,periclase,portlandite,pyrite,quartz,sepiolite,sylvite,talc,tremolite,wollastonite,DEFAULT,HS-/SO4-2,NH4+/NO3-,NO2-/NO3-,charge imbalance,charge imbalance % of mean charge,charge imbalance % of total charge,ionic strength,mean charge,sigma(mz) anions,sigma(mz) cations,stoichiometric ionic strength,total charge,CH4(g),CO(g),CO2(g),H2(g),H2O(g),H2S(g),N2(g),NH3(g),O2(g),S2(g),SO2(g),Br-_total,Ca+2_total,Cl-_total,F-_total,Fe+2_total,H+_total,HCO3-_total,HS-_total,K+_total,Li+_total,Mg+2_total,Na+_total,NH4+_total,NO2-_total,NO3-_total,OH-_total,SiO2_total,SO4-2_total
,,,pH,degC,logfO2,Molality,Molality,Molality,Molality,Molality,Molality,Molality,Molality,Molality,Molality,Molality,Molality,Molality,Molality,Molality,Molality,bar,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,log_activity,pH,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,affinity_kcal,Eh_volts,Eh_volts,Eh_volts,Eh_volts,%,%,eq/kg.H2O,molality,eq/kg.H2O,eq/kg.H2O,eq/kg.H2O,eq/kg.H2O,molality,log_fugacity,log_fugacity,log_fugacity,log_fugacity,log_fugacity,log_fugacity,log_fugacity,log_fugacity,log_fugacity,log_fugacity,log_fugacity,molality,molality,molality,molality,molality,molality,molality,molality,molality,molality,molality,molality,molality,molality,molality,molality,molality,molality
100119AX,,,7.2,33.8,-6.0,,0.000374571,8.22e-06,0.001152699,,0.000371236,,,4.18e-06,0.001261001,,3.72e-05,0.001272989,0.001064008,,,1.1897940205167337,,,,,,-3.1283,-6.3509,-9.7345,,-7.5387,,-7.8042,-8.3771,-4.6371,-2.976,-22.2319,-34.4823,-33.2697,-36.2927,,,,-5.1328,,,,,,,,,,,,,-7.2,-40.2516,,-4.01841e-05,-20.6057,,,-10.9197,-21.9409,-39.6213,,-9.0879,-14.8066,,,,,,-24.9454,,-5.71,-44.4047,-8.7618,-31.9068,-4.4696,,-9.8774,-16.5916,-11.3983,-7.2213,-5.4156,-9.8725,-11.5899,-3.0475,-6.1397,,-6.8012,,-7.4933,-7.211,-4.4335,,,-2.9384,,-6.6602,-9.0263,-6.9163,-9.6683,-5.8601,,,,,-8.9496,,-6.5274,-93.6514,-66.8596,-47.7012,-37.0482,-3.4291,-49.649,-44.469,-3.6568,7.2,,-1.11352,,-3.32618,,,,,-6.16946,,0.23636,-3.92056,-0.50088,-0.14034,-0.14034,-0.73292,-6.29461,,-4.16579,-4.77748,,,-3.24679,,,,,,,,,,,,,,,,0.60658,-6.57063,,0.06462,,-7.74125,0.692,,,,0.0040703709701,106.6126,53.3063,0.00640313,0.0038179070109,-0.0017827215259,0.005853092496,0.00664943,0.0076358140219,,,,-37.13244,-1.36763,,,,-6,,-49.69315,,0.00106401,0.0011527,8.22e-06,,,,,3.72e-05,4.18e-06,0.00127299,0.001261,,,,2.61703e-06,0.000374571,0.000371236
100119AY,,,7.6,34.0,-6.0,,0.000366025,4.49e-06,0.000758036,,0.000254701,3.89e-06,,4.32e-06,0.000776082,,3.86e-05,0.001122814,0.00095842,,,1.187966599793203,,,,,,-3.1596,-6.5602,-10.1241,,-7.828,,-7.447,-7.9998,-4.815,-3.1549,-22.4043,-34.6501,-33.4416,-36.4674,,,,-5.3915,,,,,,,,,,,,,-7.6,-40.2201,,-3.11492e-05,-20.5952,,,-11.4995,-22.5146,-40.1873,,-9.745,-15.7217,,,,-9.8868,,-24.5316,,-5.3219,-44.9202,-9.3066,-32.4389,-4.45,,-10.0345,-17.1144,-10.9717,-7.3486,-5.3983,-10.0336,-11.1665,-3.088,-6.3589,,-7.1,,-7.1458,-6.8444,-4.6205,,,-3.1459,,-7.046,-9.4917,-6.7381,-9.4696,-6.2143,,,-5.4434,,-8.9508,,-6.1213,-94.683,-67.9135,-48.7745,-40.222,-3.443,-50.5625,-44.5858,-3.8041,7.6,,-1.13684,,-3.57614,-9.68285,7.14867,,,-5.08866,,0.2122,-0.72556,-0.52509,-0.16439,-0.16439,-0.75668,-4.16878,,-3.10752,-5.55354,-8.44586,,-3.49933,,,,,,,,,,,,,,,,0.58242,-2.39717,,3.21261,-2.62315,-6.67334,0.667,,,0.667,0.0036992435756,121.2397,60.6198,0.0053067,0.0030511827043,-0.0012015609165,0.0049008044921,0.00546777,0.0061023654086,,,,-37.1006,-1.36274,,,,-6,,-50.60377,,0.00095842,0.000758036,4.49e-06,,,,,3.86e-05,4.32e-06,0.00112281,0.000776082,,3.89e-06,0.0,6.40042e-06,0.000366025,0.000254701
140114S,,,7.7,21.0,-6.0,0.004391597,0.0002,,0.00319,1.8e-06,0.000443,2.2e-07,0.000116,5.62e-07,0.0032,3.05e-07,0.000114,0.00201,0.000603,3.58e-07,,1.253866810509629,-5.791,-30.0053,-21.2253,-36.417,-57.02,-3.4269,-6.2706,-9.1243,-5.2363,,-4.7999,-8.02,-8.7522,-4.9288,-2.5431,-22.2416,-34.7973,-33.306,-36.1413,-48.0608,-3.7512,-5.1078,,-16.0221,-17.2113,-18.7218,-18.2743,-29.5024,,,-21.3097,-7.6658,-8.4796,-17.7608,-11.8209,-7.7,-42.3465,-57.3893,-0.000104589,-21.3089,,-20.2953,-10.9215,-22.3516,-40.545,-2.4308,,,-6.4812,-22.4662,-56.7757,-11.135,-13.0189,-25.3784,,-5.6101,-46.9643,-9.3675,-33.3558,-3.9938,-11.5533,-9.1185,-16.8762,-10.8957,-6.7198,-6.296,-10.3552,-12.3862,-2.8954,-5.564,-5.0344,,-4.2787,-7.2257,-7.0272,-4.2778,-9.1237,-60.1546,-2.544,-9.7048,-5.87,,-6.2601,-9.1902,-5.4532,-8.2433,-6.5746,-6.7023,-3.9818,-8.8598,-66.8913,-6.4426,-98.7425,-70.4634,-50.0094,,-3.7063,-52.8345,-46.4599,-3.6107,7.7,,-1.229,3.51373,-3.71129,,,-0.27896,-6.85245,-5.47283,-0.08447,0.17797,-2.00452,-0.5564,-0.20514,-0.20514,-0.81809,-5.59793,2.11335,-3.62966,,-9.45924,7.74005,-3.46924,-8.95862,15.28649,19.05804,-2.32428,,,-0.02834,0.21415,,11.80029,,-3.63994,,,,0.54822,-3.83248,-9.86851,1.78189,-6.91761,-7.60208,0.696,,0.341,0.453,0.00010142262391,1.2302,0.6151,0.0110839,0.0082446421398,-0.0081939308278,0.0082953534518,0.0116927,0.01648928428,-135.83936,-45.09169,-2.3374,-39.25697,-1.6946,,-5.97135,-58.87598,-6,,-53.07688,1.8e-06,0.000603,0.00319,,3.58e-07,0.00014546,0.0043916,,0.000114,5.62e-07,0.00201,0.0032,3.05e-07,2.2e-07,0.000116,,0.0002,0.000443
120116Q,,,7.7,25.0,-6.0,0.00521696,0.000309412,4.34e-07,0.001280964,2.44e-07,0.000645792,1.41e-07,0.00013386,8.64e-07,0.001001003,2.35e-06,8.07e-05,0.002908044,0.000514,,3.33e-07,1.2467636549746854,-6.6592,-32.7373,-22.0279,-37.1552,-57.5678,-3.5049,-6.73,-10.0131,-5.1683,-9.2402,-4.8045,-7.8662,-8.6446,-4.8523,-2.9398,-22.4961,-34.9539,-33.5522,-36.448,-47.317,-3.704,-4.9978,-6.427,,,,,,,,,,,,,-7.7,-41.6745,-56.4156,-8.67065e-05,-21.0826,-7.2961,-21.1444,-11.3414,-22.6392,-40.6684,-2.3582,-10.9538,-18.0007,,,-55.7586,-11.3647,-12.9181,-25.0766,-6.5949,-5.3816,-46.1467,-9.1777,-32.8961,-4.1445,-12.5388,-9.6186,-16.7892,-10.8929,-6.7223,-6.1096,-10.5554,-12.0652,-2.7438,-5.8082,-4.7532,-7.8054,-4.0523,-6.8528,-6.7257,-3.9706,-8.7239,-59.0667,-3.0493,-11.0601,-6.761,-10.4679,-6.5901,-9.5605,-5.8058,-7.2361,-5.6909,-6.8959,-3.92,-8.8904,-65.6477,-6.3074,-97.1153,-69.314,-49.2767,-46.5452,-3.5166,-51.9789,-45.662,-3.4672,7.7,,-1.05834,,-3.61718,-8.36409,15.73114,-0.20806,-6.00931,-4.97772,-0.01119,0.33006,-0.19726,-0.40521,-0.05106,-0.05106,-0.65745,-4.63437,2.63203,-2.95097,-8.60521,-8.25302,,-3.42508,,,,-0.89606,,,0.42016,,,,,-3.26745,,,,0.70031,-1.03204,,3.91842,-2.85224,-7.31074,0.685,-0.24,0.325,0.454,0.00015611384179,2.0987,1.0494,0.011134,0.0074384421463,-0.0073603852254,0.0075164990672,0.0120704,0.014876884293,-133.61583,-44.31928,-2.24064,-38.57415,-1.58922,-6.31371,-5.54506,-57.74849,-6,-23.71763,-52.15621,2.44e-07,0.000514,0.00128096,4.34e-07,,0.000151636,0.00521696,3.33e-07,8.07e-05,8.64e-07,0.00290804,0.001001,2.35e-06,1.41e-07,0.00013386,,0.000309412,0.000645792
140116B,,,7.9,26.5,-6.0,0.00512687,0.000303,,0.00128,8.21e-07,0.000696,4.49e-07,0.00017,4.32e-07,0.00106,2.33e-07,9.54e-05,0.00281,0.000562,8.95e-07,2.5e-07,1.2407412498978827,-6.1324,-31.6027,-21.4769,-36.5804,-56.9227,-3.4714,-6.6907,-9.986,-4.9112,,-4.7734,-7.6301,-8.3428,-4.7809,-2.9402,-22.4441,-34.8658,-33.4971,-36.4151,-47.2722,-3.9161,-4.7879,,-16.1361,-17.8528,-19.2255,-19.302,-30.0943,,,-20.6487,-7.6434,-7.7382,-17.5072,-12.1227,-7.9,-41.4266,-56.2943,-8.66245e-05,-20.9993,-7.614,-20.8103,-11.5498,-22.7991,-40.7677,-2.3615,,,-6.0709,-21.5299,-55.4215,-11.0749,-12.9997,-24.7658,-6.6925,-5.1807,-46.0643,-9.3266,-32.9454,-4.0721,-11.927,-9.5289,-16.8476,-10.5642,-6.6142,-6.4107,-10.853,-12.1169,-2.7622,-5.8262,-4.554,,-4.0727,-6.6724,-6.4887,-3.9507,-8.8136,-58.5041,-3.0247,-10.5016,-6.7326,,-6.384,-9.2865,-5.7441,-8.0024,-6.7028,-6.393,-3.8163,-8.9013,-65.3383,-6.058,-96.9537,-69.3285,-49.4446,,-3.5302,-52.0819,-45.3874,-3.4338,7.9,,-1.10811,6.97411,-3.52202,-4.32426,44.28384,0.13737,-5.11512,-4.3454,0.33513,0.2735,1.59325,-0.46211,-0.10687,-0.10687,-0.71086,-3.41956,3.27705,-2.36329,,-7.02073,8.09048,-3.34889,,16.03726,19.90773,0.35341,-8.83451,,0.72002,1.46541,,14.90009,,-2.99632,,,34.28842,0.64374,1.12268,,5.60535,1.26493,-6.68113,0.67,-0.255,0.315,0.428,-2.3669183206e-05,-0.3175,-0.1587,0.0111327,0.007455473671,-0.0074673082626,0.0074436390794,0.0120275,0.014910947342,-133.02642,-44.2644,-2.43475,-38.32259,-1.55047,-6.61538,-5.6255,-57.45192,-6,-24.31635,-52.23561,8.21e-07,0.000562,0.00128,,8.95e-07,4.48658e-05,0.00512687,2.5e-07,9.54e-05,4.32e-07,0.00281,0.00106,2.33e-07,4.49e-07,0.00017,,0.000303,0.000696
100113AP,,,7.9,27.0,-6.0,0.005173618,0.000288049,1.58e-06,0.001431336,,0.000727386,7.69e-07,8.39e-05,6.92e-06,0.001159942,,7.8e-05,0.002679696,0.000581531,,,1.2383597218935434,,,,,,-3.4575,-6.6261,-9.8766,-4.884,-8.624,-4.7547,-7.6329,-8.3063,-4.7434,-2.8916,-22.3781,-34.7878,-33.4301,-36.3555,-47.1855,-3.9145,-4.7792,-5.8645,,,,,,,,,,,,,-7.9,-41.3444,-56.8034,-8.74986e-05,-20.9717,,,-11.5038,-22.7371,-40.6855,-2.3571,-10.5752,-17.0514,,,-55.9255,-10.8454,-13.3015,-24.7292,,-5.198,-45.9597,-9.2986,-32.8843,-4.1595,,-9.5618,-16.901,-10.6331,-6.6788,-5.206,-9.5983,-10.8959,-2.7839,-5.799,-4.5644,-7.2807,-4.0894,-6.7121,-6.4921,-3.9487,-9.3927,-58.9997,-2.9855,,-6.6434,-9.8335,-6.3685,-9.231,-5.6815,,,-6.1592,-4.1229,-8.9049,-65.5049,-6.0417,-96.7455,-69.1787,-49.3456,-44.0913,-3.5523,-51.9724,-45.2854,-3.4117,7.9,,-1.14885,,-3.47118,-4.59389,43.22136,0.17303,-5.12518,-4.33795,0.37108,0.23051,1.53185,-0.50521,-0.1496,-0.1496,-0.75279,-3.44426,3.30781,-2.39485,-7.07291,-7.04073,,-3.3044,,,,0.37615,-8.85398,,0.71523,,,,,-3.01072,,,,0.60076,0.88279,,5.46118,1.07159,-6.67344,0.668,,,0.411,-0.00033194154389,-4.4408,-2.2204,0.0110712,0.0074747968066,-0.0076407675785,0.0073088260347,0.0119686,0.014949593613,-132.75942,-44.17442,-2.42725,-38.23928,-1.53765,,-6.20148,-57.62838,-6,,-52.11829,,0.000581531,0.00143134,1.58e-06,,4.67175e-05,0.00517362,,7.8e-05,6.92e-06,0.0026797,0.00115994,,7.69e-07,8.39e-05,,0.000288049,0.000727386
120126F,,,8.0,31.8,-6.0,0.000277559,0.000456463,9.74e-07,0.000804529,7.87e-07,0.000327,1.25e-05,,5.95e-07,0.001171978,,5.07e-05,0.001419872,0.000379,,,1.2069289593769532,-6.1378,-31.9737,-21.3988,-36.4201,-56.519,-3.565,-6.9496,-10.4723,-6.0612,-8.9062,-6.1103,-7.3909,-8.1006,-5.1121,-3.1287,-22.4514,-34.748,-33.4934,-36.4881,-47.7596,-5.2925,-5.8933,-6.0559,,,,,,,,,,,,,-8.0,-40.5684,,-3.59079e-05,-20.7116,,-20.8889,-11.8639,-22.9462,-40.7044,-3.6105,-10.8275,-17.4766,,,,-9.762,,-24.285,,-4.8561,-45.5554,-9.6176,-32.8906,-4.3313,-12.1476,-9.9149,-17.3336,-10.5305,-7.1187,-6.2589,-10.8746,-11.6954,-2.9888,-6.2364,-5.858,-7.6696,-5.5409,-6.5796,-6.4233,-4.4136,,,-2.9668,-10.424,-6.8475,-9.9863,-6.0671,-8.9588,-5.9261,,,-4.9361,,-8.9371,,-5.7889,-95.948,-68.9317,-49.578,-45.6379,-3.3563,-51.6203,-44.808,-3.6883,8.0,,-0.97322,,-3.98947,-0.69434,65.67187,-1.48387,-6.61071,-3.98806,-1.28294,0.38513,2.91215,-0.35167,0.00742,0.00742,-0.58823,-2.32202,-0.0629,-1.85186,-7.91519,-6.10808,,-3.88409,,,,-6.40504,,,-0.99764,,,,-9.3701,-4.81592,,,,0.75536,3.09589,,7.1817,5.03857,-6.08605,0.649,,,0.649,0.0030533905519,95.7367,47.8684,0.00521526,0.0031893622293,-0.0016626669534,0.0047160575053,0.00542019,0.0063787244586,-131.63348,-44.71908,-3.75057,-37.45294,-1.41676,,,,-6,,-51.6935,7.87e-07,0.000379,0.000804529,9.74e-07,,,0.000277559,,5.07e-05,5.95e-07,0.00141987,0.00117198,,1.25e-05,0.0,1.72754e-05,0.000456463,0.000327
090123E,,,8.2,23.9,-6.0,0.004958841,0.000304677,,0.001369854,8.34e-07,0.000747848,,,9.65e-07,0.001084004,,9.11e-05,0.002664472,0.000508982,,,1.2500614967180685,-6.1247,-32.0993,-21.5112,-36.656,-57.1205,-3.5188,-6.7182,-9.9626,-4.7178,,-4.8345,-7.4131,-8.209,-4.7954,-2.9098,-22.5048,-34.9893,-33.5632,-36.4425,-48.0158,-4.2129,-4.5234,,,,,,,,,,,,,,-8.2,-41.8577,,-8.38697e-05,-21.1442,,-21.1152,-11.8053,-23.1391,-41.213,-2.3738,,,,,,,,-24.6586,,-4.9134,-46.7566,-9.6166,-33.4086,-4.0912,-11.9601,-9.5482,-17.188,-10.3812,-6.5964,-6.0608,-10.4795,-11.553,-2.7867,-5.8216,-4.3272,,-4.1117,-6.4258,-6.3095,-3.943,,,-3.0142,-10.4955,-6.699,,-6.0725,-9.0621,-5.6994,,,,,-8.8822,,-5.8441,-98.3329,-70.4014,-50.2506,,-3.5378,-53.0994,-45.7663,-3.3932,8.2,,-1.06415,,-3.5376,0.12792,74.21815,0.4098,-4.20103,-3.75679,0.60601,0.32929,3.45908,-0.40573,-0.05238,-0.05238,-0.66056,-2.14872,3.80968,-1.73952,,-5.82962,,-3.33167,,,,1.39729,-7.16723,,0.97975,,,,-9.15813,-2.68686,,,,0.69954,3.8727,,7.56627,5.76643,-6.03834,0.659,,,,-0.00036967045638,-5.13,-2.565,0.0107383,0.0072061052036,-0.0073909404318,0.0070212699754,0.0116291,0.014412210407,-134.71756,-45.02571,-2.76296,-38.76017,-1.6179,,,,-6,,-53.29434,8.34e-07,0.000508982,0.00136985,,,,0.00495884,,9.11e-05,9.65e-07,0.00266447,0.001084,,,,6.74195e-05,0.000304677,0.000747848
140110B,,,8.4,23.5,-6.0,0.003633494,0.000183,,0.00158,1.1e-06,0.000346,3.04e-07,6.25e-05,1.73e-07,0.00131,,4.42e-05,0.00184,0.000485,3.58e-07,3.44e-07,1.2510161225316807,-5.9994,-32.1109,-21.3925,-36.5437,-57.0272,-3.5141,-6.648,-9.822,-4.6506,,-4.9601,-7.4458,-8.0228,-5.0919,-2.8427,-22.4518,-34.9461,-33.5111,-36.3844,-48.4129,-4.5406,-4.4573,,-17.4763,-19.5157,-20.4726,-20.8737,-31.4113,,,-21.1916,-8.4487,-7.7159,-18.438,-13.3611,-8.4,-41.9246,-58.7821,-6.90426e-05,-21.1667,-7.9002,-21.1919,-11.9359,-23.2828,-41.3732,-2.504,,,-6.4776,-21.6136,-57.4411,-11.7122,-13.9577,-24.4886,-6.5198,-4.9505,-47.3239,-10.1213,-33.9403,-4.3989,-12.1459,-9.7935,-18.0052,-10.5042,-7.2047,-6.8024,-11.155,-12.1079,-2.9194,-5.8873,-4.3957,,-4.3748,-6.5948,-6.2571,-4.377,-10.877,-60.0753,-2.9261,-10.2839,-6.5448,,-6.0161,-8.7874,-5.9123,,,-6.5568,-4.2449,-8.8792,-67.2313,-5.6575,-99.4666,-71.4875,-51.2952,,-3.771,-53.8705,-46.1316,-3.6933,8.4,,-1.37219,8.6694,-3.93941,-0.01526,79.71011,0.50219,-3.95978,-3.42479,0.69816,0.0231,3.8409,-0.71184,-0.35877,-0.35877,-0.9676,-1.90857,3.80126,-1.7169,,-5.47827,7.64774,-3.72842,-9.96894,15.12442,18.54467,1.18584,-7.23262,,0.87886,0.02776,,15.57885,-8.61262,-2.78006,,,33.39537,0.39335,3.37289,,7.33316,6.01346,-5.82147,0.648,-0.286,,0.396,-6.6253021311e-05,-1.1526,-0.5763,0.00824451,0.0057483694049,-0.0057814959155,0.0057152428942,0.00870957,0.01149673881,-135.26186,-45.42559,-3.09558,-38.82813,-1.62837,-6.9343,-7.70786,-59.16995,-6,-25.49875,-54.07187,1.1e-06,0.000485,0.00158,,3.58e-07,,0.00363349,3.44e-07,4.42e-05,1.73e-07,0.00184,0.00131,,3.04e-07,6.25e-05,0.000101604,0.000183,0.000346
100112AI,,,8.5,29.0,-6.0,0.00262377,0.000200495,1.05e-06,0.001159741,,0.000463755,,,7.64e-06,0.000813064,,2.79e-05,0.001601728,0.000372345,,3.33e-07,1.2270730645328696,,,,,,-3.6215,-6.8639,-10.2116,-4.7009,-8.9443,-5.2051,-7.3653,-7.7806,-5.0386,-2.9739,-22.3916,-34.7537,-33.4394,-36.3939,-47.7467,-4.8134,-4.4505,-6.0274,,,,,,,,,,,,,-8.5,-41.0183,,-5.27329e-05,-20.8623,-8.0802,,-12.1961,-23.3658,-41.2343,-2.6453,-11.322,-17.9532,,,,,,-23.9841,-6.5258,-4.7693,-46.3692,-10.0123,-33.4666,-4.5955,,-10.0568,-18.0264,-10.3955,-7.2489,-5.1543,-9.6234,-10.1796,-2.9723,-6.0681,-4.4137,-7.6293,-4.5635,-6.474,-6.0075,-4.2678,,,-3.1302,,-6.8645,-10.133,-6.1096,-8.711,-5.9583,,,,,-8.9187,,-5.3772,-97.5691,-70.2337,-50.6022,-47.7423,-3.7428,-52.9622,-45.1059,-3.5491,8.5,,-1.45345,,-3.88131,3.8184,107.003,0.41985,-3.38217,-2.79057,0.6191,-0.08296,5.55592,-0.81913,-0.46208,-0.46208,-1.06209,-0.95235,3.80069,-1.14499,-7.81668,-4.22702,,-3.73993,,,,1.36825,-6.35168,,0.96167,,,,-7.53853,-2.8026,-9.633,,,0.28728,5.14423,,8.87111,9.46616,-5.42803,0.627,-0.303,,,-3.4065058516e-05,-0.7521,-0.3761,0.00679142,0.0045290359212,-0.0045460684504,0.0045120033919,0.00725162,0.0090580718423,-132.60542,-44.72287,-3.30301,-37.90867,-1.48676,-7.05521,,,-6,-25.57216,-53.07736,,0.000372345,0.00115974,1.05e-06,,,0.00262377,3.33e-07,2.79e-05,7.64e-06,0.00160173,0.000813064,,,,0.000118416,0.000200495,0.000463755
100115AW,,,8.5,17.5,-6.0,,3.39e-05,,0.00735519,,0.000138169,,,4.61e-06,0.004509966,,0.000142392,0.00031438,0.001652757,,,1.2480873802946617,,,,,,-2.9589,-5.4498,-7.9082,,,,-7.5953,-7.6506,-4.948,-2.1782,-22.0041,-34.6474,-33.0757,-35.8567,,,,,,,,,,,,,,,,,-8.5,-42.948,,-0.000105457,-21.5121,,,-11.3342,-22.8834,-41.2237,,,,,,,,,-24.8505,,-5.6521,-48.8451,-10.6857,-34.9151,-3.8944,,-8.6962,-18.1366,-10.135,-7.102,-5.3802,-9.0824,-10.7917,-3.6724,-5.9753,,,,-8.0365,-7.1381,-5.5431,,,-2.3928,,-5.3627,,-6.1022,-8.3607,-5.7874,,,,,-8.8309,,-5.7652,,-73.7905,-52.9628,,-4.5141,-55.5474,-47.5249,-4.0893,8.5,,-2.22429,,-3.72593,,-6.66341,,,-4.63051,,-0.80052,-1.45011,-1.53411,-1.18536,-1.18536,-1.80418,-4.19844,,-3.7931,,-8.80833,,-3.44081,-8.15205,,,,,,,,,,,,,,,-0.43029,-6.25463,-9.08036,0.35772,-5.54436,-6.04464,0.659,,,,0.0009544307525,11.8218,5.9109,0.0101433,0.0080734491185,-0.0075962337422,0.0085506644947,0.0102193,0.016146898237,,,,-39.86899,-1.78927,,,,-6,,-55.84917,,0.00165276,0.00735519,,,,,,0.000142392,4.61e-06,0.00031438,0.00450997,,,,5.29325e-06,3.39e-05,0.000138169
100107D,,,8.6,25.6,-6.0,0.003082995,0.00034662,3.14e-06,0.002981277,,0.000822143,,,1.01e-05,0.003240552,,7.37e-05,0.001522321,0.000838087,,,1.2445608408949476,,,,,,-3.3081,-6.1625,-9.082,-4.2907,-8.1728,-4.8374,-6.7657,-7.5205,-4.517,-2.5715,-22.1068,-34.5501,-33.1617,-36.0663,-48.3475,-4.8375,-4.3224,-5.5582,,,,,,,,,,,,,-8.6,-41.575,,-9.37263e-05,-21.0492,,,-11.8763,-23.1547,-41.1595,-2.5881,-10.9802,-17.1558,,,,,,-24.1321,,-4.4785,-46.81,-9.9339,-33.6123,-4.1828,,-9.2815,-17.5765,-10.0086,-6.6229,-5.0405,-9.1165,-10.0763,-3.0313,-5.7272,-4.3623,-7.2234,-4.5693,-6.2381,-6.091,-4.1194,,,-2.5388,,-5.8806,-9.0862,-5.1844,-8.1302,-5.1571,,,,,-8.8948,,-5.3876,-98.4433,-70.7126,-50.7368,-44.9609,-3.5193,-53.5364,-45.4284,-3.3304,8.6,,-1.07454,,-3.15992,6.28959,116.47683,0.98878,-3.3682,-2.86648,1.186,0.31113,6.10127,-0.42428,-0.06969,-0.06969,-0.67512,0.2091,4.37384,-0.85389,-5.98431,-4.03979,,-2.97542,-9.1465,,,1.93779,-6.36094,,0.96524,,,,-6.77853,-2.73388,-9.73675,,,0.68138,7.28526,,10.18291,13.09944,-4.56336,0.631,,,,0.00013207179377,1.7585,0.8793,0.0103982,0.0075103020686,-0.0074442661717,0.0075763379655,0.0111617,0.015020604137,-134.4278,-45.34567,-3.36691,-38.47324,-1.57368,,,,-6,,-53.70426,,0.000838087,0.00298128,3.14e-06,,,0.00308299,,7.37e-05,1.01e-05,0.00152232,0.00324055,,,,0.000201396,0.00034662,0.000822143
